Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
1688,2014,Maruti Suzuki,Maruti Suzuki Celerio VXi AMT,Celerio,385000,49606,Petrol,Pune,32,7
1689,2014,Volkswagen,Volkswagen Jetta Comfortline TDI,Jetta,680000,57770,Diesel,Pune,3,7
1690,2007,Mercedes-Benz,Mercedes-Benz S-Class 320 CDI,S-Class,1290000,68500,Diesel,Pune,2,14
1691,2016,Hyundai,Hyundai Creta 1.6 SX Plus,Creta,1050000,75106,Diesel,Pune,14,5
1692,2018,Jaguar,Jaguar F-Pace Prestige,F-Pace,4350000,55200,Diesel,Pune,40,3
1693,2015,MINI,MINI Countryman Cooper D,Countryman,2300000,40614,Diesel,Pune,39,6
1694,2019,Maruti Suzuki,Maruti Suzuki Swift ZXi,Swift,710000,12500,Petrol,Pune,32,2
1695,2015,Ford,Ford EcoSport Titanium 1.5L Ti-VCT AT,EcoSport,700000,51985,Petrol,Pune,8,6
1696,2019,Maruti Suzuki,Maruti Suzuki Ertiga VXi,Ertiga,950000,60878,Petrol + 1,Pune,32,2
1697,2011,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,320000,63000,Petrol,Pune,3,10
1698,2014,Volkswagen,Volkswagen Polo Highline1.2L (P),Polo,400000,67500,Petrol,Pune,3,7
1699,2016,Honda,Honda City SV,City,635000,51000,Petrol,Pune,7,5
1700,2016,Toyota,Toyota Etios Liva VXD,Etios,525000,102000,Diesel,Pune,1,5
1701,2019,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,750000,53347,Petrol,Pune,14,2
1702,2019,Maruti Suzuki,Maruti Suzuki Ertiga VXi,Ertiga,950000,60878,Petrol + 1,Pune,32,2
1703,2007,Mercedes-Benz,Mercedes-Benz S-Class 320 CDI,S-Class,1290000,68500,Diesel,Pune,2,14
1704,2018,Hyundai,Hyundai Creta SX Plus 1.6 CRDI Dual Tone,Creta,1475000,42000,Diesel,Pune,14,3
1705,2018,Jaguar,Jaguar F-Pace Prestige,F-Pace,4350000,55200,Diesel,Pune,40,3
1706,2019,Maruti Suzuki,Maruti Suzuki Swift ZXi,Swift,710000,12500,Petrol,Pune,32,2
1707,2018,Ford,Ford Endeavour Titanium 2.2 4x2 AT,Endeavour,3000000,27000,Diesel,Pune,8,3
1708,2016,Maruti Suzuki,Maruti Suzuki Ciaz VXi (O),Ciaz,640000,28000,Petrol,Pune,32,5
1709,2018,Hyundai,Hyundai Eon Era + SE,Eon,360000,33000,Petrol,Pune,14,3
1710,2010,Maruti Suzuki,Maruti Suzuki Alto LXi BS-IV,Alto,165000,38000,Petrol,Pune,32,11
1711,2017,Hyundai,Hyundai Creta S Plus 1.4 CRDI,Creta,999000,49000,Diesel,Pune,14,4
1712,2014,Honda,Honda City 1.5 S MT,City,565000,24010,Petrol,Pune,7,7
1713,2020,Hyundai,Hyundai Creta SX 1.5 Diesel,Creta,1725000,13000,Diesel,Pune,14,1
1714,2014,Mahindra,Mahindra XUV500 W8 [2015-2017],XUV500,775000,90000,Diesel,Pune,24,7
1715,2009,Maruti Suzuki,Maruti Suzuki Wagon R LXi Minor,Wagon,180000,55000,Petrol,Pune,32,12
1716,2012,Toyota,Toyota Etios Liva GD,Etios,355000,55000,Diesel,Pune,1,9
1717,2012,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,575000,56011,Diesel,Pune,32,9
1718,2017,Honda,Honda City ZX CVT Petrol [2017-2019],City,960000,49000,Petrol,Pune,7,4
1719,2021,Ford,Ford EcoSport Ambiente 1.5 TDCi,EcoSport,950000,3681,Diesel,Pune,8,0
1720,2015,Hyundai,Hyundai Eon Era +,Eon,290000,38000,Petrol,Pune,14,6
1721,2011,Bentley,Bentley Continental Flying Spur W12,Continental,7500000,36000,Petrol,Pune,44,10
1722,2008,Mahindra-Renault,Mahindra-Renault Logan DLE 1.5 dci,Logan,185000,142522,Diesel,Pune,24,13
1723,1990,Mahindra,Mahindra Jeep CJ 500 D,Jeep,325000,18581,Diesel,Pune,24,31
1724,2017,Hyundai,Hyundai Creta SX Plus 1.6 AT CRDI,Creta,1395000,31028,Diesel,Pune,14,4
